RegioNaam;RegioCode;AmsterdamseCode;OuderRegioNaam;OuderRegioCode;Kiesgerechtigden;Opkomst;OngeldigeStemmen;BlancoStemmen;GeldigeStemmen;Rooms-Katholieke Staatspartij (RKSP);Sociaal-Democratische Arbeiderspartij (SDAP);Anti-Revolutionaire Partij;Christelijk-Historische Unie;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;Staatkundig Gereformeerde Partij (SGP);Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis
Sint Pancras;G0446;10513;Noord-Holland;P27;774;723;2;11;710;20;143;173;141;11;124;10;23;8;32;1;;5;1;2;1;;10;1;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;
Sint Philipsland;G0712;10394;Zeeland;P29;1134;969;15;13;941;4;55;120;49;28;16;;505;1;7;3;;129;11;;;4;3;3;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint-Michielsgestel;G0845;10496;Noord-Brabant;P30;2198;2136;14;4;2118;1896;17;8;23;4;;;5;;12;23;;;2;;21;2;10;2;6;;;5;;61;;;17;;;;;;;;;4;;;;;;;;;;;;;;;;;
Sint-Oedenrode;G0846;10399;Noord-Brabant;P30;3098;2989;17;15;2957;2825;15;5;31;7;5;9;2;;9;6;;;;;5;1;7;;2;;3;2;;8;;;12;;;;;;;;;3;;;;;;;;;;;;;;;;;
Sittard;G0968;11230;Limburg;P31;5738;5426;92;227;5107;3709;458;54;75;19;32;68;33;9;16;73;42;5;40;6;300;9;13;4;10;54;9;;4;;;;;;61;;;;;;;;;;4;;;;;;;;;;;;;;
Sleen;G0130;10489;Drenthe;P22;2458;2334;49;86;2199;4;568;349;245;431;119;66;4;3;218;2;53;7;6;62;;6;26;4;;;6;6;9;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;
Slenaken;G0969;11274;Limburg;P31;257;249;2;3;244;127;3;1;1;1;;;;;1;6;;;1;;8;;1;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sliedrecht;G0610;11331;Zuid-Holland;P28;6619;5914;62;268;5584;44;1835;1199;474;686;141;10;564;8;89;2;17;284;15;94;4;72;7;8;2;;;11;1;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slochteren;G0040;10747;Groningen;P20;7312;6811;104;296;6411;67;2084;1416;503;580;482;377;12;14;405;15;87;19;9;24;10;19;214;8;9;;16;;35;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
Sloten (F);G0089;10867;Fryslân;P21;412;402;0;6;396;80;47;68;146;7;13;2;8;;1;1;1;21;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sluis;G0713;10895;Zeeland;P29;1178;1111;22;61;1028;518;106;87;87;113;52;4;5;1;5;3;5;1;2;6;4;2;14;2;;;5;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smallingerland;G0090;10405;Fryslân;P21;7964;7653;79;77;7497;8;1972;2767;554;112;881;361;2;15;197;9;369;3;3;115;1;5;85;2;12;;19;;2;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;
Smilde;G0131;11033;Drenthe;P22;2805;2623;39;62;2522;6;434;761;665;38;261;31;2;6;202;2;21;1;7;20;;9;33;2;;;4;3;3;;5;;;;;;;;;;;;;;;;;;;;;;;6;;;;;
Sneek;G0091;11421;Fryslân;P21;8437;7879;78;180;7621;977;1883;1680;1347;329;845;228;17;46;9;19;117;17;15;25;6;2;31;6;4;;11;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Snelrewaard;G0341;10802;Utrecht;P26;278;262;0;2;260;152;6;36;14;3;2;;30;;14;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Soest;G0342;11021;Utrecht;P26;7824;7462;125;275;7062;1790;921;1257;588;907;412;61;136;21;41;335;76;34;85;11;8;45;79;32;143;;7;5;7;;8;;;25;;;;4;3;;;;;;;;;19;;2;;;;;;;;;
Someren;G0847;10203;Noord-Brabant;P30;2104;2039;8;7;2024;1932;21;4;42;2;;1;;;2;;;;1;;1;;1;;4;;1;;;1;;;7;;;;;;;;;4;;;;;;;;;;;;;;;;;
Sommelsdijk;G1184;11097;Zuid-Holland;P28;1856;1660;21;78;1561;27;216;490;18;198;23;5;439;4;86;1;3;5;5;1;2;20;16;2;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Son en Breugel;G0848;10549;Noord-Brabant;P30;1303;1249;4;5;1240;1195;22;2;3;;;3;;1;;2;;;;;3;;1;;2;;;;;1;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Spanbroek;G1186;10063;Noord-Holland;P27;821;794;0;1;793;640;41;3;4;22;70;;;;5;2;;;1;;3;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;
Spaubeek;G0970;10552;Limburg;P31;555;600;9;4;587;509;13;1;6;1;;;2;;1;13;;;;;14;;3;;;16;1;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;
Spijkenisse;G0612;10735;Zuid-Holland;P28;1209;1162;21;24;1117;4;309;254;252;142;15;11;56;3;32;1;;8;;2;;15;4;1;1;;;3;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sprang;G1187;10659;Noord-Brabant;P30;2572;2322;26;30;2266;96;204;549;631;45;91;7;440;5;84;6;;33;11;2;4;5;18;3;20;;3;2;;1;3;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;
Stad aan 't Haringvliet;G1188;11239;Zuid-Holland;P28;628;559;7;17;535;4;39;210;33;115;8;1;98;;10;;15;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stad Delden;G0179;10913;Overijssel;P23;1496;1426;12;33;1381;779;161;83;103;78;106;11;4;1;4;14;16;;5;2;3;;3;;1;;2;;1;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;
Stad Hardenberg;G1191;11169;Overijssel;P23;1297;1253;3;15;1235;9;220;537;198;128;74;6;1;3;9;;13;22;;7;2;;4;1;;;3;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Stad Vollenhove;G1193;11183;Overijssel;P23;782;751;10;15;726;125;118;102;207;108;20;4;9;2;1;2;20;1;;;;;;;;;1;;1;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
Standdaarbuiten;G0850;11212;Noord-Brabant;P30;883;838;15;3;820;737;7;9;28;3;3;;13;;;;;5;;1;4;;1;;1;;2;;;3;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;
Staphorst;G0180;11362;Overijssel;P23;3638;3393;28;45;3320;7;201;1674;157;133;196;2;711;13;160;6;17;2;5;2;;;5;1;1;;13;;2;;2;;;10;;;;;;;;;;;;;;;;;;;;;;;;;
Stavenisse;G0714;10619;Zeeland;P29;1014;633;10;18;605;6;24;36;35;13;4;;416;;44;1;;9;10;3;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staveren;G1257;10240;Fryslân;P21;525;467;0;5;462;4;75;121;180;5;52;2;;;;;10;1;6;1;2;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stedum;G0041;10771;Groningen;P20;1202;1147;3;8;1136;2;210;475;262;58;49;11;;2;10;1;16;9;12;;;2;14;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steenbergen;G1376;10731;Noord-Brabant;P30;4612;4412;88;97;4227;3308;288;46;152;45;27;15;103;4;16;63;5;3;17;4;52;12;7;5;9;;4;6;3;3;3;;;;;27;;;;;;;;;;;;;;;;;;;;;;;
Steenderen;G0280;10497;Gelderland;P25;1926;1824;9;23;1792;740;177;296;281;208;28;2;13;2;26;1;3;1;;2;;1;6;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Steenwijk;G0181;10546;Overijssel;P23;3828;3698;47;98;3553;140;1019;634;821;301;233;51;8;20;10;4;53;194;4;4;3;;14;3;12;;5;;4;;4;;;12;;;;;;;;;;;;;;;;;;;;;;;;;
Steenwijkerwold;G0182;11347;Overijssel;P23;3379;3161;42;88;3031;493;665;406;766;164;181;17;37;8;54;17;43;121;2;9;1;;16;6;4;;8;;3;;5;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
Stein;G0971;11319;Limburg;P31;1635;1559;67;65;1427;1233;45;8;25;2;2;23;2;2;3;12;;2;3;2;12;;4;1;1;12;2;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;
Stellendam;G1195;10087;Zuid-Holland;P28;874;816;28;51;737;2;107;237;49;46;6;7;252;2;6;;;;6;2;;1;2;4;1;;;1;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stevensweert;G0972;11203;Limburg;P31;526;494;7;10;477;395;11;11;4;1;4;1;5;;1;1;;;4;1;7;;1;;;26;;;;;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;
Stiphout;G1196;11386;Noord-Brabant;P30;480;465;0;7;458;423;5;;1;3;;6;1;;;1;;1;;;4;;;;2;;;;;2;;;1;;;;;;;;;8;;;;;;;;;;;;;;;;;
Stolwijk;G0615;11250;Zuid-Holland;P28;1437;1319;46;51;1222;7;207;225;31;165;60;25;169;2;255;2;3;;6;23;;11;3;1;1;;2;4;1;;12;;;;;;;;6;;;;1;;;;;;;;;;;;;;;;
Stompwijk;G1197;10742;Zuid-Holland;P28;2397;2295;28;35;2232;1367;231;159;202;40;31;18;10;1;32;9;1;49;18;5;21;10;2;9;3;;2;5;1;;;;;;;;;;5;;;;1;;;;;;;;;;;;;;;;
Stoppeldijk;G1198;10100;Zeeland;P29;758;721;11;8;702;613;6;10;1;6;;3;12;;2;3;1;;1;;1;1;1;;;;40;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stoutenburg;G0343;10438;Utrecht;P26;675;630;5;2;623;408;19;65;43;3;1;1;22;;29;6;1;1;1;1;1;1;;;;;;1;;;18;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Stramproy;G0973;11186;Limburg;P31;695;674;5;0;669;641;7;3;;;2;;2;1;1;2;;;2;;3;;1;;1;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
Streefkerk;G0616;11105;Zuid-Holland;P28;960;848;6;16;826;2;103;242;86;43;8;2;233;1;44;2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Strijen;G0617;10558;Zuid-Holland;P28;2512;2353;21;55;2277;7;472;471;449;456;106;7;114;4;52;1;2;99;3;12;1;7;2;;2;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Susteren;G0974;10457;Limburg;P31;1902;1833;33;51;1749;1221;176;6;12;3;8;15;12;3;7;50;3;1;5;3;39;3;3;2;1;110;;;;;;;;;61;;;;;;;;;;5;;;;;;;;;;;;;;
Swalmen;G0975;10474;Limburg;P31;2029;1928;28;51;1849;1652;83;6;4;2;5;9;8;1;2;10;2;2;10;3;10;3;4;;3;18;1;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;
't Zandt;G0054;10956;Groningen;P20;1728;1661;8;8;1645;4;487;490;200;131;181;15;6;;19;;39;7;18;3;1;1;22;2;1;;11;;6;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Tegelen;G0976;11333;Limburg;P31;4029;3917;57;103;3757;3238;146;21;3;8;4;41;11;2;1;23;5;1;42;3;90;34;15;;1;3;10;;;;;;;;41;;;;;;;;;;14;;;;;;;;;;;;;;
Ten Boer;G0009;10891;Groningen;P20;2798;2665;15;36;2614;3;687;1032;162;268;248;25;1;3;71;;45;3;12;3;1;5;33;2;1;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ter Aar;G0480;11104;Zuid-Holland;P28;1685;1589;15;11;1563;878;18;217;257;38;2;3;83;1;44;2;5;2;3;1;1;4;;;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;
Terheijden;G0853;10905;Noord-Brabant;P30;1906;1846;21;23;1802;1626;64;8;27;4;2;;42;;4;7;1;1;;1;5;;2;;1;;;1;;1;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;
Termunten;G0042;11023;Groningen;P20;1915;1809;30;48;1731;1;646;442;106;90;158;135;1;11;34;6;27;8;2;12;;3;39;1;3;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Terneuzen;G0715;10704;Zeeland;P29;5673;5260;92;105;5063;857;1138;762;849;634;106;33;434;4;8;4;17;85;21;27;26;7;12;5;;;22;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Terschelling;G0093;11210;Noord-Holland;P27;2064;1792;16;43;1733;10;480;213;352;33;498;6;3;6;80;1;4;2;8;5;3;4;9;1;;;;;1;;;;2;;;;;;;9;;;;;;3;;;;;;;;;;;;;
Teteringen;G0854;10677;Noord-Brabant;P30;1341;1273;22;14;1237;1078;66;6;5;5;6;9;10;;2;8;;2;7;1;4;1;;;2;;;12;1;1;1;;;;;10;;;;;;;;;;;;;;;;;;;;;;;
Texel;G0448;10237;Noord-Holland;P27;4484;4154;33;63;4058;823;968;427;360;155;439;11;22;9;562;11;135;38;13;13;5;1;18;11;;;5;;1;;;;;;;;;;;8;;;;;;1;;9;;;;;;;;;;;
Tholen;G0716;10376;Zeeland;P29;1687;1484;30;20;1434;122;127;150;339;117;61;1;415;1;35;1;2;34;6;3;5;7;1;3;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thorn;G0977;11195;Limburg;P31;734;706;5;8;693;654;11;;1;;;4;4;;;3;;;5;;5;;;1;;;;;;;;;;;4;;;;;;;;;;1;;;;;;;;;;;;;;
Tiel;G0281;10027;Gelderland;P25;6760;6414;41;192;6181;1339;2123;374;300;930;254;203;33;3;38;10;159;12;11;15;232;92;22;13;;;4;;;;5;;3;;;;;;;;6;;;;;;;;;;;;;;;;;;
Tienhoven (Ut);G1202;10035;Utrecht;P26;287;272;10;1;261;3;22;138;68;1;1;;10;2;;;11;;;1;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;;;;
Tienhoven (ZH);G0618;10706;Zuid-Holland;P28;194;194;2;1;191;;23;122;6;5;2;;14;;13;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tietjerksteradeel;G0094;11241;Fryslân;P21;8904;8408;86;115;8207;25;1714;2744;1587;530;649;109;85;8;92;8;496;44;8;27;;5;36;1;5;;22;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tilburg;G0855;10792;Noord-Brabant;P30;39585;38106;811;1174;36121;22362;3600;297;241;231;277;259;337;113;30;6758;56;28;72;66;364;104;122;44;126;;52;44;19;321;23;;;;;175;;;;;;;;;;;;;;;;;;;;;;;
Tubbergen;G0183;10694;Overijssel;P23;4269;4165;20;25;4120;3618;85;37;199;6;20;1;17;5;30;18;6;2;;4;53;;8;;2;;1;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
Tull en 't Waal;G1205;11022;Utrecht;P26;207;193;1;3;189;105;5;6;45;5;;3;8;;9;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Twisk;G0449;10371;Noord-Holland;P27;446;418;6;5;407;;144;14;8;133;59;7;;;30;3;5;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;;;;;;;
Ubach over Worms;G0978;10146;Limburg;P31;1963;1884;73;101;1710;977;313;22;22;3;4;94;4;1;4;158;4;1;9;7;41;10;5;5;5;8;7;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;;
Ubbergen;G0282;10408;Gelderland;P25;2457;2316;12;41;2263;1961;65;33;33;54;12;3;2;1;2;27;;3;5;10;6;29;7;1;;;3;;;;;;1;;;;;;;;5;;;;;;;;;;;;;;;;;;
Uden;G0856;11141;Noord-Brabant;P30;3520;3371;14;24;3333;3177;23;3;8;4;;4;4;1;2;7;;;1;4;18;1;9;2;11;;1;1;;12;;;14;;;;;;1;;;25;;;;;;;;;;;;;;;;;
Udenhout;G0857;11268;Noord-Brabant;P30;1822;1771;13;6;1752;1669;19;1;5;;1;1;12;;;29;;;;;8;1;;;4;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Uitgeest;G0450;11238;Noord-Holland;P27;2020;1932;15;35;1882;788;370;51;19;25;183;215;;10;76;13;6;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uithoorn;G0451;11206;Noord-Holland;P27;1661;1574;13;27;1534;785;196;164;225;63;15;9;17;2;4;27;4;2;2;;;;2;;2;;4;;;;;7;;3;;;;;;1;;;;;;;;;;;;;;;;;;;
Uithuizen;G0043;11137;Groningen;P20;2350;2207;16;27;2164;304;575;556;298;116;208;5;7;2;8;7;27;4;11;3;4;9;10;1;1;;5;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uithuizermeeden;G0044;10246;Groningen;P20;2467;2382;16;31;2335;18;301;943;692;57;214;7;7;2;19;;17;14;11;3;;5;12;2;3;;5;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Ulestraten;G0979;11220;Limburg;P31;519;492;7;8;477;431;3;;1;;;2;3;;3;3;;;1;;6;;1;;1;20;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
Ulrum;G0045;10180;Groningen;P20;2127;1988;21;26;1941;2;248;1062;230;107;151;56;1;1;7;1;3;2;15;2;1;3;30;2;;;11;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urk;G0184;10783;Noord-Holland;P27;1584;1442;4;6;1432;;26;1149;85;;3;;98;3;;1;1;49;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urmond;G0980;10700;Limburg;P31;897;868;20;26;822;647;19;6;19;2;3;8;10;1;4;19;2;;2;2;19;;3;;1;11;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;
Ursem;G0452;10696;Noord-Holland;P27;645;619;5;5;609;417;68;6;9;17;5;2;1;5;52;19;;3;;;4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Usquert;G0046;11035;Groningen;P20;1017;980;10;13;957;20;559;66;38;85;115;9;1;;5;3;15;;2;6;1;5;24;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utingeradeel;G0095;10140;Fryslân;P21;2822;2615;19;52;2544;17;1017;301;349;114;520;47;19;1;30;;79;4;1;14;;2;22;2;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utrecht;G0344;10722;Utrecht;P26;84518;79976;1088;2815;76073;19742;22086;10383;5989;6498;3489;1309;1030;430;79;1023;561;722;600;367;181;595;147;156;175;;43;98;39;;41;;;165;;;;43;29;;;;;;;;;43;;10;;;;;;;;;
Vaals;G0981;10007;Limburg;P31;3230;3061;61;159;2841;1550;359;15;18;7;23;44;15;44;7;25;7;3;8;3;219;11;8;1;16;442;3;;;;;;;;9;;;;;;;;;;4;;;;;;;;;;;;;;
Valburg;G0283;11071;Gelderland;P25;3192;2990;29;35;2926;1019;312;415;570;88;32;11;328;2;87;15;10;5;3;8;3;8;2;1;;;4;;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Valkenburg (Li);G1252;11077;Limburg;P31;1062;1028;9;26;993;692;34;11;3;14;11;6;3;1;2;16;;1;4;1;108;13;25;1;;43;1;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
Valkenburg (ZH);G0619;10028;Zuid-Holland;P28;437;411;0;13;398;18;11;103;132;3;4;1;30;;5;;2;80;;2;;3;;;2;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
Valkenswaard;G0858;11031;Noord-Brabant;P30;3231;3170;26;48;3096;2484;330;18;25;9;9;8;4;3;5;18;;1;2;1;139;;;;7;;1;12;1;3;1;;11;;;;;;1;;;3;;;;;;;;;;;;;;;;;
Varik;G0284;11064;Gelderland;P25;643;579;17;9;553;118;145;51;133;24;7;;21;1;35;;10;;;;;2;3;;;;;;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Veen;G0859;10015;Noord-Brabant;P30;444;389;8;19;362;;58;38;20;13;;;69;2;2;;;143;1;;;;1;7;;;2;3;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;
Veendam;G0047;11292;Groningen;P20;7307;6740;81;181;6478;407;2821;792;470;504;788;80;10;107;151;11;110;8;8;43;2;31;82;3;21;;18;;9;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
Veenendaal;G0345;11052;Utrecht;P26;4118;3953;46;121;3786;66;466;1593;772;57;78;45;533;12;16;4;6;3;15;2;;2;3;7;57;;5;1;1;;37;;;3;;;;1;1;;;;;;;;;;;;;;;;;;;;
Veere;G0717;10369;Zeeland;P29;554;519;7;0;512;22;49;176;102;52;41;;47;;1;1;;;4;2;3;3;5;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veghel;G0860;10985;Noord-Brabant;P30;3685;3555;35;30;3490;3255;39;4;33;16;8;5;3;;2;23;;2;1;;15;;15;1;8;;2;2;1;16;;;19;;;;;;;;;20;;;;;;;;;;;;;;;;;
Veldhoven;G0861;10071;Noord-Brabant;P30;3177;3094;20;33;3041;2844;54;13;40;4;7;8;;;;20;;;;;14;5;2;1;6;;;1;2;14;;;4;;;;;;;;;1;;;;;;;;;;;;;;;;;
Veldhuizen;G1207;10713;Utrecht;P26;300;287;0;3;284;160;13;29;48;2;4;;10;;9;;2;1;1;;;1;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;
Velp;G1208;10170;Noord-Brabant;P30;366;356;2;3;351;340;1;;;;;;;;;5;;;;;;1;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Velsen;G0453;10620;Noord-Holland;P27;21717;20706;343;714;19649;3988;5691;2785;1847;702;1581;1203;176;321;92;158;260;57;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venhuizen;G0454;10433;Noord-Holland;P27;1508;1461;9;21;1431;628;296;21;8;184;187;9;;2;77;2;;;;7;;;4;2;;;;;;;;;1;;;;;;;1;;;;;;1;;1;;;;;;;;;;;
Venlo;G0983;10477;Limburg;P31;11381;10890;151;343;10396;7696;1048;156;87;58;64;201;30;2;6;71;13;8;174;8;581;36;49;13;7;15;11;;4;;;;;;40;;;;;;;;;;18;;;;;;;;;;;;;;
Venray;G0984;11222;Limburg;P31;4751;4597;38;59;4500;4238;46;10;14;3;4;8;18;;5;34;3;2;10;;47;2;11;1;2;8;2;;1;;;;;;29;;;;;;;;;;2;;;;;;;;;;;;;;
Vessem, Wintelre en Knegsel;G0862;11414;Noord-Brabant;P30;677;662;1;2;659;656;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veur;G1209;10366;Zuid-Holland;P28;1637;1556;12;24;1520;959;122;100;114;53;24;3;12;;7;14;4;26;17;;44;11;4;;;;;2;1;;1;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
Vianen;G0620;10887;Zuid-Holland;P28;1834;1732;13;33;1686;345;349;277;126;79;32;10;111;2;16;5;3;299;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vierlingsbeek;G0863;10066;Noord-Brabant;P30;852;788;1;2;785;740;3;10;7;5;2;1;1;;;6;;;;;;;1;;1;;;2;;1;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Vierpolders;G0621;11056;Zuid-Holland;P28;492;467;3;3;461;;122;50;51;29;22;69;1;;82;1;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vinkeveen en Waverveen;G0346;11048;Utrecht;P26;1988;1865;10;11;1844;1018;65;295;114;23;14;4;128;5;59;2;12;91;4;;3;2;;1;;;1;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
Vlaardingen;G0622;10811;Zuid-Holland;P28;14061;13233;154;206;12873;1084;3269;2700;3113;829;203;121;809;64;14;12;270;84;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlaardinger-Ambacht;G1210;10790;Zuid-Holland;P28;1438;1394;14;18;1362;227;250;293;376;56;21;4;67;5;12;3;19;9;5;1;;3;5;;;;;2;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlagtwedde;G0048;11249;Groningen;P20;6496;6030;130;216;5684;689;1449;810;547;285;614;274;19;21;325;19;327;36;30;39;6;15;66;6;44;;33;;25;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
Vledder;G0132;11120;Drenthe;P22;1286;1192;20;30;1142;69;390;137;36;216;151;2;5;43;30;;18;19;;7;;1;7;;;;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;
Vleuten;G1211;10658;Utrecht;P26;1387;1340;9;17;1314;658;78;119;253;28;16;2;28;2;83;1;24;1;4;1;;8;;;5;;;;;;;;;1;;;;1;;;;;;;;;;1;;;;;;;;;;;
Vlieland;G0096;10211;Noord-Holland;P27;328;289;2;5;282;;170;16;23;1;58;;;;;;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlijmen;G0864;11293;Noord-Brabant;P30;2097;1879;18;18;1843;1621;49;5;24;;;2;3;;8;20;;;1;;44;9;11;;2;;;1;;33;2;;4;;;;;;2;;;2;;;;;;;;;;;;;;;;;
Vlissingen;G0718;10270;Zeeland;P29;12026;11156;161;546;10449;1134;2841;1960;1619;914;948;135;185;157;25;61;23;11;53;121;22;26;71;103;;;24;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlist;G0623;11174;Zuid-Holland;P28;229;211;1;12;198;39;4;80;14;11;3;;24;1;17;;;;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlodrop;G0985;10644;Limburg;P31;580;551;4;4;543;477;12;;4;;1;;3;;;;;;28;;10;1;2;3;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
Voerendaal;G0986;11341;Limburg;P31;1699;1619;31;59;1529;1168;62;3;5;1;1;11;3;1;3;32;3;1;10;;66;2;7;;2;125;2;;;;;;;;17;;;;;;;;;;3;;;;;;;;;;;;;;
